frame_index,block_size,compression_ratio,psnr,ssim,encoding_time,fractal_dimension,domain_pool_size
23,32,64.0,15.89858621802685,0.3506300552776904,0.07852053642272949,1.800032011612769,49
24,8,4.0,22.168064885115875,0.7997513553401855,15.596367359161377,1.801397118840901,961
24,16,16.0,19.298258030173837,0.5679516446562279,1.0477995872497559,1.801397118840901,225
24,32,64.0,15.144886891176215,0.34801247247421796,0.08339190483093262,1.801397118840901,49
25,8,4.0,22.662091358001568,0.8027734253365025,15.263048648834229,1.8020959594626051,961
25,16,16.0,18.43787218237809,0.5603802046241603,1.0060396194458008,1.8020959594626051,225
25,32,64.0,15.349245290175528,0.3437241216331109,0.07209134101867676,1.8020959594626051,49
26,8,4.0,22.113957084152013,0.8014568453091483,15.356781721115112,1.8024727125282238,961
26,16,16.0,18.77455558142862,0.5643841876288369,1.4874887466430664,1.8024727125282238,225
26,32,64.0,16.0841926797039,0.3420201557452412,0.0883183479309082,1.8024727125282238,49
27,8,4.0,22.952115678577805,0.8071180554514935,17.954487800598145,1.79989321461969,961
27,16,16.0,19.113242013385058,0.5626311822077014,1.0156686305999756,1.79989321461969,225
27,32,64.0,14.55527385841367,0.3450294990507718,0.061255693435668945,1.79989321461969,49
28,8,4.0,22.528809405978443,0.7996366396582871,15.506667375564575,1.7992268173188724,961
28,16,16.0,19.245423871854832,0.5702424854441265,1.026219367980957,1.7992268173188724,225
28,32,64.0,15.88555075050551,0.3579194784219174,0.057999372482299805,1.7992268173188724,49
29,8,4.0,22.447044404242007,0.8071426037607445,16.46382761001587,1.7989699099802674,961
29,16,16.0,19.055715116644848,0.5661376820385257,1.0241219997406006,1.7989699099802674,225
29,32,64.0,15.699999102546155,0.343790201450213,0.058261871337890625,1.7989699099802674,49
